,Class
6592,Non Abusive
11536,Non Abusive
20594,Non Abusive
5912,Non Abusive
9786,Non Abusive
957,Abusive
25273,Non Abusive
7498,Non Abusive
20202,Non Abusive
6421,Non Abusive
8248,Non Abusive
3300,Abusive
1435,Abusive
3958,Non Abusive
20915,Non Abusive
17441,Non Abusive
15491,Non Abusive
12443,Non Abusive
23363,Non Abusive
7505,Non Abusive
13304,Non Abusive
16444,Non Abusive
16307,Non Abusive
22557,Non Abusive
21262,Non Abusive
16419,Non Abusive
23699,Non Abusive
22130,Non Abusive
23838,Non Abusive
21540,Non Abusive
13411,Non Abusive
14244,Non Abusive
25688,Non Abusive
15996,Non Abusive
24561,Non Abusive
9392,Non Abusive
22578,Non Abusive
20745,Non Abusive
19641,Non Abusive
22065,Non Abusive
13952,Non Abusive
22448,Non Abusive
23843,Non Abusive
16757,Non Abusive
8926,Non Abusive
16549,Non Abusive
10706,Non Abusive
2596,Abusive
13444,Non Abusive
4080,Non Abusive
12261,Non Abusive
9079,Non Abusive
16057,Non Abusive
7116,Non Abusive
8686,Non Abusive
4199,Non Abusive
13477,Non Abusive
14940,Non Abusive
24788,Non Abusive
13312,Non Abusive
1064,Abusive
3293,Abusive
21227,Non Abusive
20180,Non Abusive
13600,Non Abusive
21511,Non Abusive
1004,Abusive
12535,Non Abusive
22075,Non Abusive
24208,Non Abusive
5596,Non Abusive
20433,Non Abusive
3966,Non Abusive
22399,Non Abusive
8378,Non Abusive
25099,Non Abusive
18399,Non Abusive
23325,Non Abusive
19768,Non Abusive
1631,Abusive
5718,Non Abusive
16315,Non Abusive
13902,Non Abusive
17691,Non Abusive
14967,Non Abusive
25497,Non Abusive
18165,Non Abusive
2422,Abusive
18039,Non Abusive
11345,Non Abusive
25732,Non Abusive
11908,Non Abusive
2274,Abusive
4560,Non Abusive
23747,Non Abusive
17181,Non Abusive
19431,Non Abusive
14467,Non Abusive
18065,Non Abusive
22794,Non Abusive
14097,Non Abusive
2800,Abusive
3215,Abusive
14234,Non Abusive
2581,Abusive
16627,Non Abusive
13992,Non Abusive
14272,Non Abusive
11735,Non Abusive
25503,Non Abusive
6388,Non Abusive
6835,Non Abusive
7484,Non Abusive
19933,Non Abusive
21707,Non Abusive
25382,Non Abusive
1659,Abusive
12902,Non Abusive
10525,Non Abusive
22110,Non Abusive
24165,Non Abusive
23299,Non Abusive
9489,Non Abusive
13636,Non Abusive
18058,Non Abusive
21887,Non Abusive
2352,Abusive
14075,Non Abusive
3995,Non Abusive
15207,Non Abusive
23289,Non Abusive
611,Abusive
15660,Non Abusive
18858,Non Abusive
11424,Non Abusive
8565,Non Abusive
24354,Non Abusive
22165,Non Abusive
19446,Non Abusive
6822,Non Abusive
17570,Non Abusive
6218,Non Abusive
18511,Non Abusive
16620,Non Abusive
1344,Abusive
18705,Non Abusive
7087,Non Abusive
9410,Non Abusive
18160,Non Abusive
9690,Non Abusive
7209,Non Abusive
7888,Non Abusive
15929,Non Abusive
18775,Non Abusive
5041,Non Abusive
7812,Non Abusive
16082,Non Abusive
22111,Non Abusive
7581,Non Abusive
8702,Non Abusive
1613,Abusive
6091,Non Abusive
18007,Non Abusive
10237,Non Abusive
25059,Non Abusive
22572,Non Abusive
19547,Non Abusive
23797,Non Abusive
5703,Non Abusive
25449,Non Abusive
8142,Non Abusive
16462,Non Abusive
6034,Non Abusive
18701,Non Abusive
25267,Non Abusive
19258,Non Abusive
4409,Non Abusive
25253,Non Abusive
13595,Non Abusive
3399,Abusive
11804,Non Abusive
9103,Non Abusive
7951,Non Abusive
19862,Non Abusive
8889,Non Abusive
18770,Non Abusive
4562,Non Abusive
16747,Non Abusive
15200,Non Abusive
9345,Non Abusive
21824,Non Abusive
17744,Non Abusive
1731,Abusive
11998,Non Abusive
25612,Non Abusive
9833,Non Abusive
22004,Non Abusive
5130,Non Abusive
11660,Non Abusive
25847,Non Abusive
25160,Non Abusive
24659,Non Abusive
79,Abusive
7909,Non Abusive
23616,Non Abusive
8854,Non Abusive
5535,Non Abusive
16708,Non Abusive
21399,Non Abusive
17824,Non Abusive
4850,Non Abusive
595,Abusive
1130,Abusive
9000,Non Abusive
1510,Abusive
23724,Non Abusive
19489,Non Abusive
2593,Abusive
10768,Non Abusive
11521,Non Abusive
17040,Non Abusive
19454,Non Abusive
21922,Non Abusive
26060,Non Abusive
17767,Non Abusive
25203,Non Abusive
4940,Non Abusive
2927,Abusive
1614,Abusive
11989,Non Abusive
3356,Abusive
16597,Non Abusive
131,Abusive
3087,Abusive
14259,Non Abusive
22901,Non Abusive
10716,Non Abusive
3467,Non Abusive
24530,Non Abusive
15240,Non Abusive
11992,Non Abusive
16832,Non Abusive
13596,Non Abusive
11957,Non Abusive
14226,Non Abusive
22657,Non Abusive
699,Abusive
14015,Non Abusive
24679,Non Abusive
7228,Non Abusive
16907,Non Abusive
11209,Non Abusive
9294,Non Abusive
18205,Non Abusive
1415,Abusive
165,Abusive
3308,Abusive
7762,Non Abusive
16078,Non Abusive
13195,Non Abusive
6758,Non Abusive
5305,Non Abusive
14707,Non Abusive
20984,Non Abusive
15612,Non Abusive
2555,Abusive
3383,Abusive
12154,Non Abusive
5837,Non Abusive
8587,Non Abusive
625,Abusive
4791,Non Abusive
20381,Non Abusive
9139,Non Abusive
761,Abusive
11622,Non Abusive
10931,Non Abusive
22791,Non Abusive
16246,Non Abusive
21863,Non Abusive
22708,Non Abusive
9635,Non Abusive
23374,Non Abusive
23311,Non Abusive
4039,Non Abusive
21881,Non Abusive
645,Abusive
21917,Non Abusive
7802,Non Abusive
12718,Non Abusive
1882,Abusive
21251,Non Abusive
24471,Non Abusive
9232,Non Abusive
4147,Non Abusive
2598,Abusive
25601,Non Abusive
14937,Non Abusive
19206,Non Abusive
18733,Non Abusive
5471,Non Abusive
5217,Non Abusive
13849,Non Abusive
7137,Non Abusive
21515,Non Abusive
16240,Non Abusive
18670,Non Abusive
6241,Non Abusive
12258,Non Abusive
19211,Non Abusive
21730,Non Abusive
4207,Non Abusive
15972,Non Abusive
16567,Non Abusive
6613,Non Abusive
20441,Non Abusive
17553,Non Abusive
18873,Non Abusive
8058,Non Abusive
5802,Non Abusive
12180,Non Abusive
18095,Non Abusive
12230,Non Abusive
2129,Abusive
2532,Abusive
24973,Non Abusive
1291,Abusive
20045,Non Abusive
20355,Non Abusive
24403,Non Abusive
19842,Non Abusive
9822,Non Abusive
19480,Non Abusive
7300,Non Abusive
12279,Non Abusive
9481,Non Abusive
22898,Non Abusive
5839,Non Abusive
16305,Non Abusive
22616,Non Abusive
11939,Non Abusive
6182,Non Abusive
18693,Non Abusive
17285,Non Abusive
20132,Non Abusive
571,Abusive
20929,Non Abusive
8804,Non Abusive
7078,Non Abusive
3366,Abusive
23818,Non Abusive
25303,Non Abusive
18946,Non Abusive
5630,Non Abusive
9621,Non Abusive
6743,Non Abusive
4452,Non Abusive
21088,Non Abusive
19126,Non Abusive
12527,Non Abusive
11463,Non Abusive
25136,Non Abusive
4378,Non Abusive
24455,Non Abusive
15265,Non Abusive
8075,Non Abusive
14102,Non Abusive
23279,Non Abusive
2963,Abusive
20854,Non Abusive
19909,Non Abusive
17518,Non Abusive
3115,Abusive
3952,Non Abusive
17705,Non Abusive
17911,Non Abusive
14552,Non Abusive
15494,Non Abusive
25542,Non Abusive
21209,Non Abusive
21871,Non Abusive
3877,Non Abusive
1111,Abusive
1408,Abusive
25325,Non Abusive
19521,Non Abusive
25942,Non Abusive
7837,Non Abusive
23719,Non Abusive
7011,Non Abusive
10456,Non Abusive
20862,Non Abusive
11941,Non Abusive
23790,Non Abusive
7774,Non Abusive
14561,Non Abusive
18973,Non Abusive
9694,Non Abusive
2538,Abusive
14395,Non Abusive
1320,Abusive
9425,Non Abusive
5672,Non Abusive
18013,Non Abusive
6460,Non Abusive
15811,Non Abusive
123,Abusive
19018,Non Abusive
7018,Non Abusive
21140,Non Abusive
9988,Non Abusive
23059,Non Abusive
14591,Non Abusive
19486,Non Abusive
2710,Abusive
6056,Non Abusive
12792,Non Abusive
20710,Non Abusive
24528,Non Abusive
4997,Non Abusive
25514,Non Abusive
765,Abusive
1409,Abusive
25623,Non Abusive
18129,Non Abusive
7008,Non Abusive
11528,Non Abusive
22629,Non Abusive
8629,Non Abusive
4517,Non Abusive
12912,Non Abusive
16187,Non Abusive
7021,Non Abusive
23623,Non Abusive
23203,Non Abusive
2138,Abusive
12263,Non Abusive
22350,Non Abusive
22487,Non Abusive
14859,Non Abusive
626,Abusive
20975,Non Abusive
25549,Non Abusive
1616,Abusive
1890,Abusive
8982,Non Abusive
6653,Non Abusive
8199,Non Abusive
16151,Non Abusive
23870,Non Abusive
1863,Abusive
2276,Abusive
24993,Non Abusive
23758,Non Abusive
25318,Non Abusive
21694,Non Abusive
12780,Non Abusive
3593,Non Abusive
8121,Non Abusive
21649,Non Abusive
23088,Non Abusive
23480,Non Abusive
824,Abusive
7935,Non Abusive
25624,Non Abusive
116,Abusive
7764,Non Abusive
9673,Non Abusive
10096,Non Abusive
11408,Non Abusive
18755,Non Abusive
4669,Non Abusive
20183,Non Abusive
17408,Non Abusive
22941,Non Abusive
592,Abusive
19636,Non Abusive
2022,Abusive
12172,Non Abusive
12017,Non Abusive
23706,Non Abusive
18892,Non Abusive
15708,Non Abusive
9989,Non Abusive
1508,Abusive
16511,Non Abusive
25947,Non Abusive
18821,Non Abusive
24979,Non Abusive
8342,Non Abusive
2023,Abusive
6490,Non Abusive
16192,Non Abusive
62,Abusive
6432,Non Abusive
14544,Non Abusive
2544,Abusive
14688,Non Abusive
12383,Non Abusive
15985,Non Abusive
11301,Non Abusive
11749,Non Abusive
13247,Non Abusive
14479,Non Abusive
7557,Non Abusive
7326,Non Abusive
25453,Non Abusive
20016,Non Abusive
12900,Non Abusive
11782,Non Abusive
11477,Non Abusive
10345,Non Abusive
20716,Non Abusive
3676,Non Abusive
16606,Non Abusive
25101,Non Abusive
14681,Non Abusive
14098,Non Abusive
16504,Non Abusive
23116,Non Abusive
14895,Non Abusive
11326,Non Abusive
20673,Non Abusive
2283,Abusive
24757,Non Abusive
23156,Non Abusive
4485,Non Abusive
8819,Non Abusive
22025,Non Abusive
4765,Non Abusive
7500,Non Abusive
25676,Non Abusive
18802,Non Abusive
12619,Non Abusive
8806,Non Abusive
5382,Non Abusive
11270,Non Abusive
266,Abusive
3973,Non Abusive
1932,Abusive
14881,Non Abusive
19574,Non Abusive
1807,Abusive
24204,Non Abusive
24801,Non Abusive
7874,Non Abusive
12393,Non Abusive
22893,Non Abusive
5604,Non Abusive
12918,Non Abusive
6827,Non Abusive
2068,Abusive
4966,Non Abusive
14578,Non Abusive
2098,Abusive
19347,Non Abusive
10681,Non Abusive
14179,Non Abusive
5851,Non Abusive
21187,Non Abusive
16384,Non Abusive
11062,Non Abusive
16083,Non Abusive
14508,Non Abusive
11922,Non Abusive
16668,Non Abusive
13947,Non Abusive
11498,Non Abusive
7719,Non Abusive
25748,Non Abusive
1608,Abusive
13022,Non Abusive
22292,Non Abusive
2354,Abusive
23769,Non Abusive
99,Abusive
9114,Non Abusive
11553,Non Abusive
9120,Non Abusive
20647,Non Abusive
10465,Non Abusive
22120,Non Abusive
20492,Non Abusive
9738,Non Abusive
25193,Non Abusive
4186,Non Abusive
612,Abusive
25461,Non Abusive
13692,Non Abusive
13145,Non Abusive
11636,Non Abusive
7426,Non Abusive
25353,Non Abusive
14274,Non Abusive
6448,Non Abusive
3252,Abusive
2903,Abusive
1434,Abusive
16412,Non Abusive
5618,Non Abusive
5162,Non Abusive
3280,Abusive
3604,Non Abusive
6007,Non Abusive
11585,Non Abusive
23018,Non Abusive
8266,Non Abusive
20995,Non Abusive
5405,Non Abusive
20462,Non Abusive
11697,Non Abusive
16218,Non Abusive
11335,Non Abusive
10801,Non Abusive
10419,Non Abusive
10194,Non Abusive
6253,Non Abusive
9776,Non Abusive
9709,Non Abusive
12404,Non Abusive
6437,Non Abusive
9264,Non Abusive
2691,Abusive
18183,Non Abusive
19204,Non Abusive
4242,Non Abusive
10825,Non Abusive
3404,Abusive
5696,Non Abusive
12910,Non Abusive
24553,Non Abusive
24427,Non Abusive
10738,Non Abusive
5719,Non Abusive
16499,Non Abusive
7970,Non Abusive
10030,Non Abusive
21661,Non Abusive
8529,Non Abusive
10879,Non Abusive
18357,Non Abusive
7303,Non Abusive
25329,Non Abusive
12750,Non Abusive
24417,Non Abusive
1938,Abusive
673,Abusive
10904,Non Abusive
3511,Non Abusive
9393,Non Abusive
24122,Non Abusive
4260,Non Abusive
8616,Non Abusive
20099,Non Abusive
8856,Non Abusive
16734,Non Abusive
8639,Non Abusive
8901,Non Abusive
23569,Non Abusive
1924,Abusive
14010,Non Abusive
1221,Abusive
3922,Non Abusive
5245,Non Abusive
16771,Non Abusive
13657,Non Abusive
3547,Non Abusive
1337,Abusive
21234,Non Abusive
6282,Non Abusive
20931,Non Abusive
21674,Non Abusive
15919,Non Abusive
19589,Non Abusive
9022,Non Abusive
7246,Non Abusive
21430,Non Abusive
8778,Non Abusive
3418,Non Abusive
6540,Non Abusive
18118,Non Abusive
8063,Non Abusive
9893,Non Abusive
3191,Abusive
24976,Non Abusive
6102,Non Abusive
17637,Non Abusive
22957,Non Abusive
16405,Non Abusive
9497,Non Abusive
23294,Non Abusive
14586,Non Abusive
15603,Non Abusive
24813,Non Abusive
19491,Non Abusive
20049,Non Abusive
25247,Non Abusive
22011,Non Abusive
6037,Non Abusive
9037,Non Abusive
21174,Non Abusive
100,Abusive
9545,Non Abusive
13421,Non Abusive
26005,Non Abusive
19835,Non Abusive
25445,Non Abusive
3686,Non Abusive
24540,Non Abusive
16988,Non Abusive
4930,Non Abusive
4998,Non Abusive
21107,Non Abusive
3868,Non Abusive
25478,Non Abusive
7828,Non Abusive
11096,Non Abusive
18131,Non Abusive
7845,Non Abusive
19694,Non Abusive
23228,Non Abusive
18435,Non Abusive
4047,Non Abusive
23842,Non Abusive
12120,Non Abusive
2757,Abusive
18880,Non Abusive
23672,Non Abusive
25272,Non Abusive
17563,Non Abusive
6874,Non Abusive
21104,Non Abusive
9354,Non Abusive
2173,Abusive
21960,Non Abusive
9040,Non Abusive
9961,Non Abusive
20192,Non Abusive
4876,Non Abusive
20129,Non Abusive
7794,Non Abusive
25181,Non Abusive
24750,Non Abusive
7676,Non Abusive
10461,Non Abusive
18847,Non Abusive
8292,Non Abusive
25317,Non Abusive
8526,Non Abusive
11100,Non Abusive
23666,Non Abusive
5801,Non Abusive
19265,Non Abusive
3292,Abusive
21074,Non Abusive
2987,Abusive
13621,Non Abusive
6310,Non Abusive
26141,Non Abusive
13839,Non Abusive
5534,Non Abusive
15605,Non Abusive
7853,Non Abusive
5638,Non Abusive
4702,Non Abusive
22413,Non Abusive
20427,Non Abusive
3466,Non Abusive
4736,Non Abusive
14440,Non Abusive
23343,Non Abusive
16080,Non Abusive
18222,Non Abusive
19507,Non Abusive
25036,Non Abusive
1562,Abusive
10167,Non Abusive
3290,Abusive
6729,Non Abusive
4515,Non Abusive
8930,Non Abusive
9630,Non Abusive
23757,Non Abusive
24050,Non Abusive
16881,Non Abusive
10942,Non Abusive
20329,Non Abusive
16036,Non Abusive
375,Abusive
13263,Non Abusive
5037,Non Abusive
404,Abusive
3778,Non Abusive
2467,Abusive
13713,Non Abusive
15707,Non Abusive
93,Abusive
3204,Abusive
10413,Non Abusive
23218,Non Abusive
10041,Non Abusive
827,Abusive
4524,Non Abusive
5985,Non Abusive
6598,Non Abusive
6176,Non Abusive
23246,Non Abusive
6995,Non Abusive
15456,Non Abusive
24919,Non Abusive
2683,Abusive
18931,Non Abusive
13862,Non Abusive
691,Abusive
7528,Non Abusive
8192,Non Abusive
9774,Non Abusive
18091,Non Abusive
13704,Non Abusive
24028,Non Abusive
10213,Non Abusive
18387,Non Abusive
14281,Non Abusive
1131,Abusive
25950,Non Abusive
11909,Non Abusive
2304,Abusive
5343,Non Abusive
25171,Non Abusive
24404,Non Abusive
6246,Non Abusive
19779,Non Abusive
7788,Non Abusive
15835,Non Abusive
18115,Non Abusive
23380,Non Abusive
12534,Non Abusive
18504,Non Abusive
606,Abusive
1671,Abusive
13217,Non Abusive
25958,Non Abusive
13749,Non Abusive
11465,Non Abusive
18355,Non Abusive
4461,Non Abusive
736,Abusive
4122,Non Abusive
23364,Non Abusive
23836,Non Abusive
13729,Non Abusive
4776,Non Abusive
23417,Non Abusive
5346,Non Abusive
20483,Non Abusive
14470,Non Abusive
25413,Non Abusive
16676,Non Abusive
25274,Non Abusive
21287,Non Abusive
23680,Non Abusive
14705,Non Abusive
20353,Non Abusive
25840,Non Abusive
7396,Non Abusive
26166,Non Abusive
5763,Non Abusive
18347,Non Abusive
13537,Non Abusive
8010,Non Abusive
3441,Non Abusive
21778,Non Abusive
2387,Abusive
13731,Non Abusive
19055,Non Abusive
12891,Non Abusive
19900,Non Abusive
18886,Non Abusive
3988,Non Abusive
3999,Non Abusive
63,Abusive
13867,Non Abusive
13278,Non Abusive
1384,Abusive
4333,Non Abusive
17034,Non Abusive
1967,Abusive
16496,Non Abusive
19408,Non Abusive
5444,Non Abusive
804,Abusive
22036,Non Abusive
8769,Non Abusive
22314,Non Abusive
24702,Non Abusive
19715,Non Abusive
7152,Non Abusive
24437,Non Abusive
26108,Non Abusive
20177,Non Abusive
5028,Non Abusive
851,Abusive
25903,Non Abusive
6838,Non Abusive
19441,Non Abusive
2665,Abusive
4950,Non Abusive
11187,Non Abusive
2679,Abusive
3893,Non Abusive
21875,Non Abusive
19361,Non Abusive
1053,Abusive
12695,Non Abusive
10937,Non Abusive
23905,Non Abusive
24729,Non Abusive
7734,Non Abusive
22046,Non Abusive
2353,Abusive
2660,Abusive
1028,Abusive
8472,Non Abusive
19095,Non Abusive
3821,Non Abusive
7026,Non Abusive
19512,Non Abusive
16322,Non Abusive
5593,Non Abusive
9671,Non Abusive
23761,Non Abusive
7942,Non Abusive
12003,Non Abusive
5896,Non Abusive
14297,Non Abusive
24399,Non Abusive
25080,Non Abusive
15352,Non Abusive
903,Abusive
18424,Non Abusive
9864,Non Abusive
3751,Non Abusive
8742,Non Abusive
1862,Abusive
15225,Non Abusive
18189,Non Abusive
23852,Non Abusive
8393,Non Abusive
17329,Non Abusive
11834,Non Abusive
20643,Non Abusive
14672,Non Abusive
18491,Non Abusive
9008,Non Abusive
11317,Non Abusive
21994,Non Abusive
11590,Non Abusive
25025,Non Abusive
941,Abusive
23314,Non Abusive
17404,Non Abusive
9724,Non Abusive
18231,Non Abusive
3898,Non Abusive
16821,Non Abusive
16030,Non Abusive
15923,Non Abusive
5410,Non Abusive
21266,Non Abusive
739,Abusive
11059,Non Abusive
7601,Non Abusive
21486,Non Abusive
14132,Non Abusive
586,Abusive
19373,Non Abusive
4444,Non Abusive
6567,Non Abusive
9220,Non Abusive
5259,Non Abusive
14799,Non Abusive
11471,Non Abusive
24832,Non Abusive
5637,Non Abusive
6797,Non Abusive
16957,Non Abusive
12232,Non Abusive
647,Abusive
16979,Non Abusive
23418,Non Abusive
21731,Non Abusive
13846,Non Abusive
19780,Non Abusive
7444,Non Abusive
9500,Non Abusive
20950,Non Abusive
12046,Non Abusive
23978,Non Abusive
13088,Non Abusive
24857,Non Abusive
21412,Non Abusive
732,Abusive
10955,Non Abusive
15168,Non Abusive
10100,Non Abusive
5240,Non Abusive
22097,Non Abusive
19469,Non Abusive
25687,Non Abusive
22983,Non Abusive
4680,Non Abusive
2195,Abusive
8352,Non Abusive
19182,Non Abusive
6011,Non Abusive
9144,Non Abusive
12424,Non Abusive
9411,Non Abusive
5311,Non Abusive
6772,Non Abusive
7704,Non Abusive
25182,Non Abusive
24740,Non Abusive
6250,Non Abusive
1040,Abusive
24534,Non Abusive
3968,Non Abusive
23145,Non Abusive
24785,Non Abusive
16363,Non Abusive
19996,Non Abusive
16713,Non Abusive
14299,Non Abusive
18930,Non Abusive
12121,Non Abusive
17813,Non Abusive
22621,Non Abusive
13097,Non Abusive
433,Abusive
21587,Non Abusive
22571,Non Abusive
9052,Non Abusive
4370,Non Abusive
967,Abusive
23238,Non Abusive
423,Abusive
11605,Non Abusive
22619,Non Abusive
13634,Non Abusive
13173,Non Abusive
4652,Non Abusive
25484,Non Abusive
